name,price,search Date,price numeric,company,product type,area
"Revestimento Brilhante Eliane Metro White ""A"" 10x20cm","R$ 61,50 à vista",2026-02-14,61.5,Eliane,Brilhante,10x20
"Revestimento Mate Portobello Georgian Blend Tel ""A"" 7x26 (30x39)","R$ 108,59 m² à vista",2026-02-14,108.59,Portobello,Mate,7x26
"Porcelanato Acetinado Eliane Reserva ""A"" 19,7x120cm","R$ 84,90 m² à vista",2026-02-14,84.9,Eliane,Acetinado,19.7x120
"Revestimento Eliane Metro Grey Brilho 10x20 ""A""","R$ 91,90 à vista",2026-02-14,91.9,Eliane,Brilhante,10x20
"Revestimento Acetinado Eliane Forma Branco ""A"" 30x40cm","R$ 39,90 m² à vista",2026-02-14,39.9,Eliane,Acetinado,30x40
"Revestimento Acetinado Eliane Forma Branco ""A"" 32x60cm Retificado","R$ 51,90 m² à vista",2026-02-14,51.9,Eliane,Acetinado,32x60
"Revestimento Mate Portobello Georgian Red Tel ""A"" 7x26 (30x39)","R$ 144,46 m² à vista",2026-02-14,144.46,Portobello,Mate,7x26
"Porcelanato Acetinado Eliane Mont Blanc Retificado ""A"" 60x120cm","R$ 86,90 m² à vista",2026-02-14,86.9,Eliane,Acetinado,60x120
"Porcelanato Externo Eliane Metrópole Portland ""A"" 84x84cm","R$ 67,90 m² à vista",2026-02-14,67.9,Eliane,Externo,84x84
"Porcelanato Polido Eliane Place ""A"" 120x120","R$ 172,90 m² à vista",2026-02-14,172.9,Eliane,Polido,120x120
"Porcelanato Acetinado Eliane Munari Branco ""A"" 90x90cm Retificado","R$ 96,90 m² à vista",2026-02-14,96.9,Eliane,Acetinado,90x90
"Porcelanato Acetinado Portinari Home Hd Be ""A"" 19x117cm Retificado","R$ 142,90 m² à vista",2026-02-14,142.9,Portinari,Acetinado,19x117
"Porcelanato Hard Portinari Carvalho HD ""A"" 19x117cm Retificado","R$ 120,90 m² à vista",2026-02-14,120.9,Portinari,Hard,19x117
Porcelanato Acetinado Eliane Mont Blanc Retificado 90x90cm,"R$ 92,90 m² à vista",2026-02-14,92.9,Eliane,Acetinado,90x90
"Porcelanato Acetinado Eliane Khali Off White ""A"" 90x90cm","R$ 97,90 m² à vista",2026-02-14,97.9,Eliane,Acetinado,90x90
"Revestimento Acetinado Eliane White ""A"" 10x20cm","R$ 69,90 à vista",2026-02-14,69.9,Eliane,Acetinado,10x20
"Porcelanato Portobello Hit Off White Natural Retificado ""A"" 90x90cm","R$ 97,90 m² à vista",2026-02-14,97.9,Portobello,Natural,90x90
"Porcelanato Acetinado Eliane Munari Cimento ""A"" 90x90cm Retificado","R$ 69,90 m² à vista",2026-02-14,69.9,Eliane,Acetinado,90x90
"Porcelanato Acetinado Eliane Metropole Portland ""A"" 84x84cm","R$ 62,90 m² à vista",2026-02-14,62.9,Eliane,Acetinado,84x84
"Porcelanato Polido Eliane Pulpis Brown ""A"" 60x120","R$ 162,90 m² à vista",2026-02-14,162.9,Eliane,Polido,60x120
"Porcelanato Portobello Samba Rock Off White Natural Retificado ""A"" 90x90","R$ 158,90 m² à vista",2026-02-14,158.9,Portobello,Natural,90x90
"Porcelanato Natural Portobello Nord Cement ""A"" 60x120cm Retificado","R$ 122,90 m² à vista",2026-02-14,122.9,Portobello,Natural,60x120
"Porcelanato Portinari Santorini Sgr Nat Ret ""A"" 90x90","R$ 116,90 m² à vista",2026-02-14,116.9,Portinari,Natural,90x90
"Porcelanato ""A"" 90x90 Nord Cement Natural Retificado 209552E Portobello","R$ 106,90 m² à vista",2026-02-14,106.9,Portobello,Natural,90x90
"Porcelanato Natural Portobello V Stone Off White ""A"" 80x80cm Retificado","R$ 118,90 m² à vista",2026-02-14,118.9,Portobello,Natural,80x80
"Porcelanato Portobello Hit Camel Natural Retificado ""A"" 90x90cm","R$ 85,90 m² à vista",2026-02-14,85.9,Portobello,Natural,90x90
"Porcelanato Portobello Oasi Roccia Ext Bold ""A"" 20x20","R$ 259,22 m² à vista",2026-02-14,259.22,Portobello,Externo,20x20
"Porcelanato Externo Eliane Bali Camel ""A"" 19,7x120cm Retificado","R$ 89,90 m² à vista",2026-02-14,89.9,Eliane,Externo,19.7x120
"Porcelanato Acetinado Eliane Iseo Marfim ""A"" 90x90cm","R$ 123,90 m² à vista",2026-02-14,123.9,Eliane,Acetinado,90x90
"Porcelanato Natural Eliane Stelar Black ""A"" 60x120cm","R$ 208,90 m² à vista",2026-02-14,208.9,Eliane,Natural,60x120
"Porcelanato Externo Eliane Iron ""A"" 60x120cm Retificado","R$ 133,90 m² à vista",2026-02-14,133.9,Eliane,Externo,60x120
"Porcelanato Acetinado Eliane Flat ""A"" 60x120cm Retificado","R$ 111,90 m² à vista",2026-02-14,111.9,Eliane,Acetinado,60x120
"Porcelanato Natural Portinari Distrito SGR ""A"" 80x80cm Retificado","R$ 96,90 m² à vista",2026-02-14,96.9,Portinari,Natural,80x80
"Porcelanato Rústico Portobello Canela Dourado ""A"" 20x120cm Retificado","R$ 103,90 m² à vista",2026-02-14,103.9,Portobello,Desconhecido,20x120
"Porcelanato Acetinado Eliane Iseo Grigio ""A"" 60x120cm","R$ 107,90 m² à vista",2026-02-14,107.9,Eliane,Acetinado,60x120
"Porcelanato Acetinado Eliane Munari Branco ""A"" 60x120cm Retificado","R$ 103,90 m² à vista",2026-02-14,103.9,Eliane,Acetinado,60x120
"Porcelanato Acetinado Eliane Place ""A"" 120x120cm","R$ 137,90 m² à vista",2026-02-14,137.9,Eliane,Acetinado,120x120
"Porcelanato Natural Portobello Mare D Autunno Retificado ""A"" 90x90cm","R$ 195,90 m² à vista",2026-02-14,195.9,Portobello,Natural,90x90
"Porcelanato Natural Portobello Hit Camel Retificado ""A"" 60x120cm","R$ 112,90 m² à vista",2026-02-14,112.9,Portobello,Natural,60x120
"Revestimento ""A"" 45x120 Oasi Paradiso Ripa Matte Retificado 206617E Portobello","R$ 222,90 m² à vista",2026-02-14,222.9,Portobello,Mate,45x120
"Porcelanato Natural Portobello Nord Ris ""A"" 60x120cm Retificado","R$ 113,90 m² à vista",2026-02-14,113.9,Portobello,Natural,60x120
"Porcelanato Polido Eliane Munari Branco ""A"" 90x90 Retificado","R$ 122,90 m² à vista",2026-02-14,122.9,Eliane,Polido,90x90
"Porcelanato ""A"" 58,4x117 York WH Natural Retificado 6062705A Portinari","R$ 122,90 m² à vista",2026-02-14,122.9,Portinari,Natural,58.4x117
"Revestimento ""A"" 45x120 Arca Nordic Graffi Mate Ret 210464E Portobello","R$ 237,90 m² à vista",2026-02-14,237.9,Portobello,Mate,45x120
"Porcelanato Portobello Chiaro Di Versilia Polido Retificado ""A"" 90x90","R$ 143,90 m² à vista",2026-02-14,143.9,Portobello,Polido,90x90
"Revestimento Mate Portobello Vivant Magenta ""A"" 7x24,4cm","R$ 620,29 m² à vista",2026-02-14,620.29,Portobello,Mate,7x24.4
"Porcelanato ""A"" 90x90 Oasi Duna Externo Retificado 209521E Portobello","R$ 169,90 m² à vista",2026-02-14,169.9,Portobello,Externo,90x90
Porcelanato Acetinado Eliane Pulpis Gray 60x120cm,"R$ 102,90 m² à vista",2026-02-14,102.9,Eliane,Acetinado,60x120
"Porcelanato Acetinado Eliane Munari Cimento ""A"" 120x120cm","R$ 135,90 m² à vista",2026-02-14,135.9,Eliane,Acetinado,120x120
"Porcelanato Externo Eliane Iseo Grigio ""A"" 90x90cm Retificado","R$ 123,90 m² à vista",2026-02-14,123.9,Eliane,Externo,90x90
"Porcelanato Polido Eliane Onix Cristal Retificado ""A"" 60x120cm","R$ 110,90 m² à vista",2026-02-14,110.9,Eliane,Polido,60x120
"Porcelanato Acetinado Portinari York Be ""A"" 87,7x87,7cm Retificado","R$ 111,90 m² à vista",2026-02-14,111.9,Portinari,Acetinado,87.7x87.7
"Porcelanato Natural Portobello Oasi Duna Retificado ""A"" 90x90cm","R$ 167,90 m² à vista",2026-02-14,167.9,Portobello,Natural,90x90
"Porcelanato Polido Eliane Pulpis Gray ""A"" 60x120","R$ 132,90 m² à vista",2026-02-14,132.9,Eliane,Polido,60x120
"Porcelanato Externo Eliane Munari Cimento ""A"" 90x90cm Retificado","R$ 84,90 m² à vista",2026-02-14,84.9,Eliane,Externo,90x90
"Porcelanato Portobello Arca Tropical ST Natural Retificado ""A"" 20x120","R$ 167,90 m² à vista",2026-02-14,167.9,Portobello,Natural,20x120
"Porcelanato Acetinado Eliane Onix Cristal ""A"" 60x120cm Retificado","R$ 92,90 m² à vista",2026-02-14,92.9,Eliane,Acetinado,60x120
"Porcelanato Natural Portobello Betula Natural ""A"" 20x120cm Retificado","R$ 101,90 m² à vista",2026-02-14,101.9,Portobello,Natural,20x120
"Porcelanato Natural Portinari Tavola Decor Be ""A"" 58,4x58,4cm","R$ 182,90 m² à vista",2026-02-14,182.9,Portinari,Natural,58.4x58.4
"Porcelanato Acetinado Eliane Mahal Cristal ""A"" 60x120cm Retificado","R$ 137,90 m² à vista",2026-02-14,137.9,Eliane,Acetinado,60x120
"Revestimento Matte Portobello Yorkshire Light Assim (29x39) ""A"" 7x26","R$ 150,98 m² à vista",2026-02-14,150.98,Portobello,Mate,29x39
"Porcelanato ""A"" 90x90 Nord Cement Externo Retificado 209535E Portobello","R$ 113,90 m² à vista",2026-02-14,113.9,Portobello,Externo,90x90
"Porcelanato Natural Portobello Moonlight Off White Retificado ""A"" 90x90cm","R$ 164,90 m² à vista",2026-02-14,164.9,Portobello,Natural,90x90
"Porcelanato Acetinado Eliane Khali Off White ""A"" 120x120cm","R$ 124,90 m² à vista",2026-02-14,124.9,Eliane,Acetinado,120x120
"Porcelanato Natural Portobello Space Grey ""A"" 80x80cm Retificado","R$ 89,90 m² à vista",2026-02-14,89.9,Portobello,Natural,80x80
"Porcelanato Externo Eliane Reserva ""A"" 19,7x120cm Retificado","R$ 99,90 m² à vista",2026-02-14,99.9,Eliane,Externo,19.7x120
"Revestimento Matt Portobello Wall Mosaic Decor Canela Ripado ""A"" 30x90","R$ 162,90 m² à vista",2026-02-14,162.9,Portobello,Desconhecido,30x90
"Porcelanato Polido Eliane Mont Blanc ""A"" 90x90cm Retificado","R$ 109,90 m² à vista",2026-02-14,109.9,Eliane,Polido,90x90
"Porcelanato ""A"" 30x120 Violin Decor BW Matte 6062253A Portinari","R$ 208,90 m² à vista",2026-02-14,208.9,Portinari,Mate,30x120
"Porcelanato Acetinado Eliane Tanzania Canela ""A"" 19,7x120cm","R$ 121,90 m² à vista",2026-02-14,121.9,Eliane,Acetinado,19.7x120
"Porcelanato Acetinado Eliane Munari Concreto ""A"" 90x90cm Retificado","R$ 107,90 m² à vista",2026-02-14,107.9,Eliane,Acetinado,90x90
"Porcelanato Natural Portinari Opera Covelano ""A"" 87,7x87,7cm","R$ 157,90 m² à vista",2026-02-14,157.9,Portinari,Natural,87.7x87.7
"Porcelanato Portobello Arca Tropical Externo Retificado ""A"" 20x120","R$ 163,90 m² à vista",2026-02-14,163.9,Portobello,Externo,20x120
"Porcelanato ""A"" 20x120 Arca Nordic ST Nat Ret 210454E Portobello","R$ 167,90 m² à vista",2026-02-14,167.9,Portobello,Natural,20x120
"Revestimento Portobello Samba Rock Off White Meia Cana Mate Retificado ""A"" 45x120","R$ 236,90 m² à vista",2026-02-14,236.9,Portobello,Mate,45x120
"Porcelanato Portobello Chiaro Di Versilia Natural Retificado ""A"" 120x120","R$ 167,90 m² à vista",2026-02-14,167.9,Portobello,Natural,120x120
"Porcelanato Portobello Cape Cod Breeze Externo Retificado ""A"" 90x90","R$ 146,90 m² à vista",2026-02-14,146.9,Portobello,Externo,90x90
"Porcelanato Portobello Cape Cod Breeze Natural Retificado ""A"" 90x90","R$ 147,90 m² à vista",2026-02-14,147.9,Portobello,Natural,90x90
"Porcelanato Portobello Chiaro Di Versilia Polido Retificado ""A"" 120x120","R$ 233,90 m² à vista",2026-02-14,233.9,Portobello,Polido,120x120
"Porcelanato Portinari Santorini Sbe Hard Ret ""A"" 90x90","R$ 118,90 m² à vista",2026-02-14,118.9,Portinari,Hard,90x90
"Porcelanato Portinari Santorini Sbe Nat Ret ""A"" 90x90","R$ 124,90 m² à vista",2026-02-14,124.9,Portinari,Natural,90x90
"Porcelanato Acetinado Eliane Cais Ferrugem 3D ""A"" 60x120cm Retificado","R$ 156,90 m² à vista",2026-02-14,156.9,Eliane,Acetinado,60x120
"Porcelanato Acetinado Eliane Sensi Grafite 3D ""A"" 90x90cm Retificado","R$ 141,90 m² à vista",2026-02-14,141.9,Eliane,Acetinado,90x90
"Porcelanato Acetinado Eliane Sensi Viga 3D ""A"" 90x90cm Retificado","R$ 140,90 m² à vista",2026-02-14,140.9,Eliane,Acetinado,90x90
"Porcelanato Acetinado Eliane Sensi Off White 3D ""A"" 90x90cm Retificado","R$ 132,90 m² à vista",2026-02-14,132.9,Eliane,Acetinado,90x90
"Porcelanato Acetinado Eliane Cite Ita Thome Orla 3D ""A"" 90x90cm Retificado","R$ 133,90 m² à vista",2026-02-14,133.9,Eliane,Acetinado,90x90
"Porcelanato Externo Eliane Cite Ita Thome Orla 3D ""A"" 90x90cm Retificado","R$ 137,90 m² à vista",2026-02-14,137.9,Eliane,Externo,90x90
"Porcelanato Portinari Santorini Sgr Hard Ret ""A"" 90x90","R$ 112,90 m² à vista",2026-02-14,112.9,Portinari,Hard,90x90
"Porcelanato ""A"" 90x90 Cite Ita Thome Tabatinga Acetinado 3D Retificado 8063569 Eliane","R$ 158,90 m² à vista",2026-02-14,158.9,Eliane,Acetinado,90x90
"Porcelanato ""A"" 90x90 Cite Ita Thome Tabatinga Externo 3D Retificado 8063573 Eliane","R$ 160,90 m² à vista",2026-02-14,160.9,Eliane,Externo,90x90
"Porcelanato Externo Eliane Munari Marfim ""A"" 90x90 Retificado","R$ 99,90 m² à vista",2026-02-14,99.9,Eliane,Externo,90x90
"Revestimento Ma Eliane Bali Brise Camel ""A"" 30x90cm","R$ 115,90 m² à vista",2026-02-14,115.9,Eliane,Desconhecido,30x90
"Revestimento Acetinado Eliane ""A"" 30x90 Diamante Branco ""A"" 30x90cm","R$ 83,90 m² à vista",2026-02-14,83.9,Eliane,Acetinado,30x90
"Revestimento Brilhante Eliane Diamante Branco ""A"" 30x90cm","R$ 91,90 m² à vista",2026-02-14,91.9,Eliane,Brilhante,30x90
"Porcelanato Hard Portinari Distrito SBE ""A"" 80x80 Retificado","R$ 90,90 m² à vista",2026-02-14,90.9,Portinari,Hard,80x80
"Porcelanato Natural Portinari York SGR ""A"" 120x120cm Retificado","R$ 203,90 m² à vista",2026-02-14,203.9,Portinari,Natural,120x120
"Porcelanato Hard Portinari York SGR ""A"" 120x120cm Retificado","R$ 195,90 m² à vista",2026-02-14,195.9,Portinari,Hard,120x120
"Porcelanato Natural Portinari York WH ""A"" 120x120cm Retificado","R$ 207,90 m² à vista",2026-02-14,207.9,Portinari,Natural,120x120
"Porcelanato Natural Portinari Distrito SBE ""A"" 80x80cm Retificado","R$ 89,90 m² à vista",2026-02-14,89.9,Portinari,Natural,80x80
"Porcelanato Externo Eliane Khali Off White ""A"" 90x90cm Retificado","R$ 120,90 m² à vista",2026-02-14,120.9,Eliane,Externo,90x90
"Porcelanato Acetinado Eliane Khali Off White Retificado ""A"" 60x120cm","R$ 109,90 m² à vista",2026-02-14,109.9,Eliane,Acetinado,60x120
"Revestimento Mate Portobello Vivant Pin ""A"" 7x24,4cm","R$ 620,29 m² à vista",2026-02-14,620.29,Portobello,Mate,7x24.4
"Revestimento Mate Portobello Vivant Blanc ""A"" 7x24,4cm","R$ 570,29 m² à vista",2026-02-14,570.29,Portobello,Mate,7x24.4
"Porcelanato ""A"" 90x90 Nord Ris Natural Retificado 209520E Portobello","R$ 110,90 m² à vista",2026-02-14,110.9,Portobello,Natural,90x90
"Porcelanato ""A"" 90x90 Belgique Clair Natural Retificado 209570E Portobello","R$ 107,90 m² à vista",2026-02-14,107.9,Portobello,Natural,90x90
"Porcelanato ""A"" 90x90 Nord Ris Externo Retificado 209551E Portobello","R$ 89,90 m² à vista",2026-02-14,89.9,Portobello,Externo,90x90
"Porcelanato Polido Portobello Moonlight Off White Retificado ""A"" 90x90cm","R$ 175,90 m² à vista",2026-02-14,175.9,Portobello,Polido,90x90
"Porcelanato Portobello Chiaro Di Versilia Natural Retificado ""A"" 60x120cm","R$ 112,90 m² à vista",2026-02-14,112.9,Portobello,Natural,60x120
"Porcelanato Portobello Hit Gris Natural Retificado ""A"" 90x90cm","R$ 91,90 m² à vista",2026-02-14,91.9,Portobello,Natural,90x90
"Porcelanato Portobello Hit Gris Externo Retificado ""A"" 90x90cm","R$ 96,90 m² à vista",2026-02-14,96.9,Portobello,Externo,90x90
"Porcelanato Portobello Hit Camel Externo Retificado ""A"" 90x90cm","R$ 96,90 m² à vista",2026-02-14,96.9,Portobello,Externo,90x90
"Porcelanato ""A"" 58,4x117 York SGR Natural Retificado 6062703A Portinari","R$ 131,90 m² à vista",2026-02-14,131.9,Portinari,Natural,58.4x117
"Porcelanato ""A"" 87,7x87,7 Verona SGR Natural Retificado 6062752A Portinari","R$ 142,90 m² à vista",2026-02-14,142.9,Portinari,Natural,87.7x87.7
"Porcelanato Natural Portobello Oasi Duna ST Retificado ""A"" 60x120cm","R$ 192,90 m² à vista",2026-02-14,192.9,Portobello,Natural,60x120
"Porcelanato Natural Portobello Oasi Duna Stream Retificado ""A"" 60x120cm","R$ 198,90 m² à vista",2026-02-14,198.9,Portobello,Natural,60x120
"Revestimento ""A"" 45x120 Pine Graffi Matte Retificado 206698E Portobello","R$ 223,90 m² à vista",2026-02-14,223.9,Portobello,Mate,45x120
"Porcelanato Natural Portobello Hit Camel 9mm Retificado ""A"" 120x120cm","R$ 156,90 m² à vista",2026-02-14,156.9,Portobello,Natural,120x120
"Porcelanato Natural Portobello Hit Gris 9mm Retificado ""A"" 120x120cm","R$ 154,90 m² à vista",2026-02-14,154.9,Portobello,Natural,120x120
"Porcelanato ""A"" 87,7x87,7 Calacata Clássico WH Natural Retificado 6062806A Portinari","R$ 127,90 m² à vista",2026-02-14,127.9,Portinari,Natural,87.7x87.7
"Revestimento ""A"" 45x120 Branco Freccia Matte Retificado 206033E Portobello","R$ 193,90 m² à vista",2026-02-14,193.9,Portobello,Mate,45x120
"Revestimento ""A"" 45x120 Branco Graffi Matte Retificado 206026E Portobello","R$ 203,90 m² à vista",2026-02-14,203.9,Portobello,Mate,45x120
"Revestimento ""A"" 45x120 V Stone Off White Graffi Matte Retificado 206024E Portobello","R$ 247,90 m² à vista",2026-02-14,247.9,Portobello,Mate,45x120
"Revestimento ""A"" 45x120 Zefiro Freccia Matte Retificado 206028E Portobello","R$ 251,90 m² à vista",2026-02-14,251.9,Portobello,Mate,45x120
"Revestimento ""A"" 45x120 Canela Dourada Ripa Matte Retificado 207109E Portobello","R$ 227,90 m² à vista",2026-02-14,227.9,Portobello,Mate,45x120
"Revestimento ""A"" 45x120 Oasi Roccia Ripa Matte Retificado 206712E Portobello","R$ 220,90 m² à vista",2026-02-14,220.9,Portobello,Mate,45x120
"Revestimento ""A"" 45x120 Oasi Duna Ripa Matte Retificado 206618E Portobello","R$ 222,90 m² à vista",2026-02-14,222.9,Portobello,Mate,45x120
"Porcelanato Externo Eliane Cite Ita Ardosia Carbono ""A"" 90x90cm","R$ 142,90 m² à vista",2026-02-14,142.9,Eliane,Externo,90x90
"Porcelanato Externo Portobello Space Grey ""A"" 80x80cm Retificado","R$ 89,90 m² à vista",2026-02-14,89.9,Portobello,Externo,80x80
"Porcelanato Natural Eliane Stelar White ""A"" 60x120cm","R$ 254,90 m² à vista",2026-02-14,254.9,Eliane,Natural,60x120
"Porcelanato Mate Eliane Bosco Mel ""A"" 19,7x120cm","R$ 118,90 m² à vista",2026-02-14,118.9,Eliane,Mate,19.7x120
Porcelanato Polido Eliane Onix Cristal 90x90,"R$ 151,90 m² à vista",2026-02-14,151.9,Eliane,Polido,90x90
"Porcelanato Acetinado Eliane Iseo Grigio ""A"" 90x90cm","R$ 132,90 m² à vista",2026-02-14,132.9,Eliane,Acetinado,90x90
"Porcelanato Hard Portinari York Be ""A"" 87,7x87,7cm","R$ 99,90 m² à vista",2026-02-14,99.9,Portinari,Hard,87.7x87.7
"Revestimento Matt Portobello Wall Mosaic Decor Ris Ripado ""A"" 30x90","R$ 163,90 m² à vista",2026-02-14,163.9,Portobello,Desconhecido,30x90
"Porcelanato Portinari Peroba HD ""A"" 20x120 Retificado","R$ 113,90 m² à vista",2026-02-14,113.9,Portinari,Desconhecido,20x120
"Porcelanato Natural Portinari Distrito WH ""A"" 80x80cm","R$ 94,90 m² à vista",2026-02-14,94.9,Portinari,Natural,80x80
"Porcelanato Hard Portinari Distrito SGR ""A"" 80x80cm Retificado","R$ 104,90 m² à vista",2026-02-14,104.9,Portinari,Hard,80x80
"Revestimento Natural Portobello Brit Frost ""A"" 6,5x23 Bold","R$ 363,75 m² à vista",2026-02-14,363.75,Portobello,Natural,6.5x23
"Porcelanato Externo Portobello Parquet D Olivier ""A"" 20x120cm Retificado","R$ 119,90 m² à vista",2026-02-14,119.9,Portobello,Externo,20x120
"Porcelanato Matte Portinari Alameda Be Matte ""A"" 19x117 Retificado","R$ 149,90 m² à vista",2026-02-14,149.9,Portinari,Mate,19x117
"Revestimento Brilhante Eliane Forma Slim Branco ""A"" 32x60cm Retificado","R$ 56,90 m² à vista",2026-02-14,56.9,Eliane,Brilhante,32x60
"Porcelanato Acetinado Portinari Carvalho Hd ""A"" 19x117cm Retificado","R$ 112,90 m² à vista",2026-02-14,112.9,Portinari,Acetinado,19x117
"Porcelanato Natural Portobello Parquet D Olivier ""A"" 20x120cm Retificado","R$ 99,90 m² à vista",2026-02-14,99.9,Portobello,Natural,20x120
"Porcelanato Hard Portinari Serena Hd Gr Hard ""A"" 58,4x117cm Retificado","R$ 131,90 m² à vista",2026-02-14,131.9,Portinari,Hard,58.4x117
"Porcelanato Externo Portobello Malibu Mountain Externo ""A"" 20x20 Bold","R$ 256,09 m² à vista",2026-02-14,256.09,Portobello,Externo,20x20
"Porcelanato Acetinado Eliane Munari Marfim ""A"" 90x90cm Retificado","R$ 101,90 m² à vista",2026-02-14,101.9,Eliane,Acetinado,90x90
"Porcelanato Polido Eliane Bianco Oro ""A"" 80x160","R$ 217,90 m² à vista",2026-02-14,217.9,Eliane,Polido,80x160
"Porcelanato Natural Portobello Nord Ris Natural ""A"" 120x120cm Retificado","R$ 148,90 m² à vista",2026-02-14,148.9,Portobello,Natural,120x120
"Porcelanato Natural Portinari Tavola Decor Mix ""A"" 58,4x58,4cm","R$ 177,90 m² à vista",2026-02-14,177.9,Portinari,Natural,58.4x58.4
"Porcelanato Matte Portinari Simetria Marble WH ""A"" 58,4x58,4 Retificado","R$ 189,90 m² à vista",2026-02-14,189.9,Portinari,Mate,58.4x58.4
"Porcelanato Matte/Lux Portinari Simetria Stone Mix MLX ""A"" 60x60","R$ 192,90 m² à vista",2026-02-14,192.9,Portinari,Mate,60x60
"Porcelanato Natural Portobello Canela Dourada ""A"" 20x120cm Retificado","R$ 109,90 m² à vista",2026-02-14,109.9,Portobello,Natural,20x120
"Porcelanato Natural Portinari Onice Al ""A"" 58,4x117cm Retificado","R$ 136,90 m² à vista",2026-02-14,136.9,Portinari,Natural,58.4x117
"Porcelanato Polido Portinari Opera Covelano ""A"" 87,7x87,7","R$ 187,90 m² à vista",2026-02-14,187.9,Portinari,Polido,87.7x87.7
"Revestimento Mate Portobello Kings Road ""A"" 6,5x23","R$ 317,92 m² à vista",2026-02-14,317.92,Portobello,Mate,6.5x23
"Porcelanato Polido Portinari Opera WH ""A"" 87,7x87,7","R$ 169,90 m² à vista",2026-02-14,169.9,Portinari,Polido,87.7x87.7
"Porcelanato Natural Portinari Opera WH ""A"" 87,7x87,7cm","R$ 142,90 m² à vista",2026-02-14,142.9,Portinari,Natural,87.7x87.7
"Porcelanato Natural Portinari Opera Covelano ""A"" 58,4x117","R$ 151,90 m² à vista",2026-02-14,151.9,Portinari,Natural,58.4x117
"Revestimento Natural Portobello Moonlight Off White Stream ""A"" 60x120 Retificado","R$ 208,90 m² à vista",2026-02-14,208.9,Portobello,Natural,60x120
"Porcelanato Polido Eliane Place ""A"" 60x120","R$ 117,90 m² à vista",2026-02-14,117.9,Eliane,Polido,60x120
"Porcelanato Polido Eliane Stelar Black ""A"" 60x120 Retificado","R$ 313,90 m² à vista",2026-02-14,313.9,Eliane,Polido,60x120
"Revestimento ""A"" 45x120 Cape Cod Breeze Meia Cana Mate Ret 210490E Portobello","R$ 231,90 m² à vista",2026-02-14,231.9,Portobello,Mate,45x120
"Revestimento Mate Portobello Vivant Vert ""A"" 7x24,4cm","R$ 590,88 m² à vista",2026-02-14,590.88,Portobello,Mate,7x24.4
"Revestimento Mate Portobello Vivant Sauge ""A"" 7x24,4cm","R$ 685,00 m² à vista",2026-02-14,685.0,Portobello,Mate,7x24.4
"Revestimento Brilhante Portobello Vivant Blanc ""A"" 7x24,4cm","R$ 576,18 m² à vista",2026-02-14,576.18,Portobello,Brilhante,7x24.4
"Revestimento ""A"" 45x120 Almond Graffi Matte Retificado 207180E Portobello","R$ 240,90 m² à vista",2026-02-14,240.9,Portobello,Mate,45x120
"Porcelanato Mate Eliane Carvalho Camel ""A"" 19,7x120cm","R$ 122,90 m² à vista",2026-02-14,122.9,Eliane,Mate,19.7x120
"Porcelanato Matte Portinari Love Hexa Wh MLX ""A"" 17,5x17,5cm","R$ 980,38 m² à vista",2026-02-14,980.38,Portinari,Mate,17.5x17.5
"Porcelanato Externo Portobello Malibu Lake ""A"" 20x20cm","R$ 270,16 m² à vista",2026-02-14,270.16,Portobello,Externo,20x20
"Porcelanato Polido Eliane Marmo Gris ""A"" 80x160 Retificado","R$ 232,90 m² à vista",2026-02-14,232.9,Eliane,Polido,80x160
"Revestimento Brilhante Portobello Gap White ""A"" 30x60 Retificado","R$ 107,90 m² à vista",2026-02-14,107.9,Portobello,Brilhante,30x60
"Revestimento Matt Portobello Clapboard Parquet D Olivier ""A"" 30x90 Retificado","R$ 172,90 m² à vista",2026-02-14,172.9,Portobello,Desconhecido,30x90
"Revestimento Mate Portobello Westminster ""A"" 6,5x23","R$ 310,97 m² à vista",2026-02-14,310.97,Portobello,Mate,6.5x23
"Revestimento Brilhante Eliane Metro White ""A"" 10x20cm","R$ 61,50 à vista",2026-02-15,61.5,Eliane,Brilhante,10x20
"Revestimento Mate Portobello Georgian Blend Tel ""A"" 7x26 (30x39)","R$ 108,59 m² à vista",2026-02-15,108.59,Portobello,Mate,7x26
"Porcelanato Acetinado Eliane Reserva ""A"" 19,7x120cm","R$ 84,90 m² à vista",2026-02-15,84.9,Eliane,Acetinado,19.7x120
"Revestimento Eliane Metro Grey Brilho 10x20 ""A""","R$ 91,90 à vista",2026-02-15,91.9,Eliane,Brilhante,10x20
"Revestimento Acetinado Eliane Forma Branco ""A"" 30x40cm","R$ 39,90 m² à vista",2026-02-15,39.9,Eliane,Acetinado,30x40
"Revestimento Acetinado Eliane Forma Branco ""A"" 32x60cm Retificado","R$ 51,90 m² à vista",2026-02-15,51.9,Eliane,Acetinado,32x60
"Revestimento Mate Portobello Georgian Red Tel ""A"" 7x26 (30x39)","R$ 144,46 m² à vista",2026-02-15,144.46,Portobello,Mate,7x26
"Porcelanato Acetinado Eliane Mont Blanc Retificado ""A"" 60x120cm","R$ 86,90 m² à vista",2026-02-15,86.9,Eliane,Acetinado,60x120
"Porcelanato Externo Eliane Metrópole Portland ""A"" 84x84cm","R$ 67,90 m² à vista",2026-02-15,67.9,Eliane,Externo,84x84
"Porcelanato Polido Eliane Place ""A"" 120x120","R$ 172,90 m² à vista",2026-02-15,172.9,Eliane,Polido,120x120
